from,to,weight
21508,20705,7
21508,20706,7
21508,20708,7
21508,20712,7
21508,20720,7
21508,20723,7
21508,20724,7
21508,20726,6
21508,20727,7
21508,20731,7
21508,20733,7
21508,20748,7
21508,20749,7
21508,20750,7
21508,20754,7
21508,20757,7
21508,20759,1.5
21508,20762,7
21508,20904,7
21508,20906,1
21508,20907,7
21508,20920,7
21508,20927,7
21508,20932,7
21508,20934,7
21508,20941,6.5
21508,20944,6.5
21508,20946,1
21508,20952,7
21508,20954,7
21508,20955,7
21508,20958,7
21508,20959,7
21508,21102,7
21508,21103,0.5
21508,21110,6.5
21508,21118,7
21508,21124,7
21508,21137,7
21508,21140,7
21508,21167,1
21508,21168,1
21508,21171,1
21508,21172,7
21508,21176,2
21508,21177,1
21508,21198,6.5
21508,21300,7
21508,21303,6.5
21508,21304,7
21508,21306,7
21508,21308,7
21508,21309,7
21508,21311,7
21508,21312,7
21508,21313,7
21508,21314,7
21508,21315,7
21508,21316,7
21508,21321,7
21508,21324,6
21508,21326,7
21508,21329,7
21508,21334,7
21508,21335,7
21508,21340,7
21508,21341,7
21508,21342,7
21508,21343,7
21508,21344,7
21508,21352,7
21508,21353,0.5
21508,21357,1
21508,21358,6
21508,21361,7
21508,21362,7
21508,21365,6.5
21508,21366,7
21508,21368,7
21508,21369,7
21508,21370,7
21508,21371,7
21508,21372,7
21508,21375,7
21508,21502,7
21508,21504,7
21508,21506,7
21508,21507,6.5
21508,21525,7
21508,21529,7
21508,21530,7
21508,21532,2
21508,21536,7
21508,21538,7
21508,21540,7
21508,21545,7
21508,21548,7
21508,21554,6.5
21508,21566,7
21508,21703,7
21508,21706,7
21508,21707,7
21508,21709,7
21508,21711,7
21508,21712,7
21508,21713,7
21508,21715,7
21508,21722,7
21508,21723,7
21508,21726,7
21508,21728,7
21508,21729,7
21508,21730,7
21508,21732,7
21508,21736,7
21508,21738,7
21508,21739,7
21508,21740,7
21508,21741,7
21508,21743,7
21508,21746,7
21508,21747,7
21508,21753,0.5
21508,21754,3
21508,29106,7
21508,29109,7
21508,29127,3
21508,29134,7
21508,29312,7
21508,29317,7
21508,29337,7
21508,29339,7
21508,29346,5
21508,29348,7
21508,29368,7
21508,29377,7
21508,29378,6.5
21508,29379,7
21508,29504,7
21508,29546,2
21508,29561,7
21508,29571,7
21508,29573,7
21508,29587,5.5
21508,29588,5
21508,29707,7
21508,29710,7
21508,29717,6.5
21508,29729,7
21508,29741,7
21508,29768,7
21508,29769,6
21508,29776,7
21508,29777,7
21508,29778,7
21508,29901,7
21508,29903,7
21508,29908,7
21508,29911,7
21508,29919,7
21508,29925,7
21508,31101,7
21508,31103,6
21508,39301,7
21508,39304,7
21508,39305,5
21508,39307,7
21509,14066,7
21509,14657,7
21509,14854,7
21509,14863,7
21509,15085,7
21509,15444,2
21509,15445,7
21509,15446,7
21509,15455,7
21509,15621,7
21509,15634,7
21509,20107,7
21509,20124,7
21509,20130,4
21509,20134,6
21509,20136,1
21509,20138,7
21509,20139,7
21509,20301,7
21509,20304,4
21509,20307,7
21509,20316,7
21509,20325,6
21509,20337,7
21509,20342,7
21509,20344,7
21509,20346,4
21509,20351,7
21509,20352,7
21509,20355,7
21509,20356,7
21509,20357,7
21509,20501,1
21509,20505,2
21509,20508,4
21509,20518,7
21509,20521,7
21509,20522,7
21509,20526,7
21509,20527,7
21509,20528,7
21509,20530,7
21509,20531,7
21509,20532,7
21509,20533,2
21509,20535,7
21509,20536,6.5
21509,20703,7
21509,20704,7
21509,20709,7
21509,20715,7
21509,20725,7
21509,20726,1
21509,20729,7
21509,20738,7
21509,20755,7
21509,20756,7
21509,20758,7
21509,20759,5.5
21509,20903,7
21509,20906,6
21509,20909,7
21509,20910,7
21509,20915,7
21509,20916,7
21509,20924,7
21509,20925,7
21509,20926,7
21509,20929,7
21509,20941,0.5
21509,20944,0.5
21509,20946,6
21509,20947,7
21509,20948,7
21509,20949,4
21509,20962,7
21509,20963,7
21509,21101,7
21509,21103,6.5
21509,21105,7
21509,21106,7
21509,21108,7
21509,21109,7
21509,21110,0.5
21509,21111,7
21509,21116,7
21509,21117,7
21509,21122,7
21509,21123,7
21509,21125,7
21509,21128,7
21509,21129,7
21509,21131,7
21509,21132,7
21509,21135,7
21509,21139,7
21509,21142,7
21509,21143,7
21509,21148,7
21509,21149,7
21509,21150,7
21509,21162,7
21509,21163,7
21509,21164,7
21509,21165,7
21509,21167,6
21509,21168,6
21509,21170,7
21509,21171,6
21509,21174,7
21509,21175,7
21509,21176,2
21509,21177,6
21509,21178,7
21509,21179,7
21509,21180,7
21509,21182,7
21509,21184,7
21509,21187,7
21509,21188,7
21509,21189,7
21509,21191,7
21509,21192,7
21509,21193,7
21509,21196,7
21509,21198,0.5
21509,21302,7
21509,21303,0.5
21509,21305,7
21509,21307,7
21509,21317,7
21509,21318,7
21509,21323,7
21509,21324,1
21509,21328,7
21509,21330,7
21509,21331,7
21509,21332,7
21509,21333,7
21509,21337,7
21509,21345,7
21509,21346,7
21509,21347,7
21509,21348,7
21509,21349,7
21509,21350,7
21509,21351,7
21509,21353,6.5
21509,21354,7
21509,21355,7
21509,21356,7
21509,21357,6
21509,21358,1
21509,21359,7
21509,21360,7
21509,21364,7
21509,21365,0.5
21509,21367,7
21509,21373,7
21509,21376,7
21509,21500,7
21509,21501,7
21509,21503,7
21509,21505,7
21509,21507,0.5
21509,21510,7
21509,21512,7
21509,21513,7
21509,21514,7
21509,21515,7
21509,21516,7
21509,21519,7
21509,21520,7
21509,21521,7
21509,21522,7
21509,21523,7
21509,21524,7
21509,21526,7
21509,21527,7
21509,21528,7
21509,21531,7
21509,21532,2
21509,21537,7
21509,21539,7
21509,21541,7
21509,21542,7
21509,21543,7
21509,21544,7
21509,21546,7
21509,21547,7
21509,21549,7
21509,21550,7
21509,21551,7
21509,21552,7
21509,21553,7
21509,21554,0.5
21509,21555,7
21509,21556,7
21509,21557,7
21509,21558,7
21509,21559,7
21509,21560,7
21509,21561,7
21509,21562,7
21509,21563,7
21509,21564,7
21509,21565,7
21509,21700,7
21509,21701,7
21509,21702,7
21509,21704,7
21509,21705,7
21509,21708,7
21509,21710,7
21509,21714,7
21509,21716,7
21509,21717,7
21509,21718,7
21509,21719,7
21509,21720,7
21509,21721,7
21509,21724,7
21509,21725,7
21509,21727,7
21509,21731,7
21509,21733,7
21509,21734,7
21509,21735,7
21509,21737,7
21509,21742,7
21509,21744,7
21509,21745,7
21509,21748,7
21509,21749,7
21509,21750,3
21509,21751,3
21509,21752,3
21509,21753,2.5
21509,21755,3
21509,29127,4
21509,29143,7
21509,29321,7
21509,29323,7
21509,29346,2
21509,29375,7
21509,29378,0.5
21509,29393,7
21509,29539,7
21509,29541,7
21509,29546,5
21509,29550,7
21509,29565,7
21509,29572,7
21509,29587,1.5
21509,29588,2
21509,29701,7
21509,29717,0.5
21509,29718,7
21509,29759,7
21509,29760,7
21509,29762,7
21509,29769,1
21509,29910,7
21509,29932,7
21509,31102,7
21509,31103,1
21509,39305,2
21509,39308,7
21510,14066,7
21510,14657,7
21510,14854,7
21510,14863,7
21510,15085,7
21510,15444,2
21510,15445,7
21510,15446,7
21510,15455,7
21510,15621,7
21510,15634,7
21510,20107,7
21510,20124,7
21510,20130,4
21510,20134,6
21510,20136,1
21510,20138,7
21510,20139,7
21510,20301,7
21510,20304,4
21510,20307,7
21510,20316,7
21510,20325,6
21510,20337,7
21510,20342,7
21510,20344,7
21510,20346,4
21510,20351,7
21510,20352,7
21510,20355,7
21510,20356,7
21510,20357,7
21510,20501,1
21510,20505,2
21510,20508,4
21510,20518,7
21510,20521,7
21510,20522,7
21510,20526,7
21510,20527,7
21510,20528,7
21510,20530,7
21510,20531,7
21510,20532,7
21510,20533,2
21510,20535,7
21510,20536,6.5
21510,20703,7
21510,20704,7
21510,20709,7
21510,20715,7
21510,20725,7
21510,20726,1
21510,20729,7
21510,20738,7
21510,20755,7
21510,20756,7
21510,20758,7
21510,20759,5.5
21510,20903,7
21510,20906,6
21510,20909,7
21510,20910,7
21510,20915,7
21510,20916,7
21510,20924,7
21510,20925,7
21510,20926,7
21510,20929,7
21510,20941,0.5
21510,20944,0.5
21510,20946,6
21510,20947,7
21510,20948,7
21510,20949,4
21510,20962,7
21510,20963,7
21510,21101,7
21510,21103,6.5
21510,21105,7
21510,21106,7
21510,21108,7
21510,21109,7
21510,21110,0.5
21510,21111,7
21510,21116,7
21510,21117,7
21510,21122,7
21510,21123,7
21510,21125,7
21510,21128,7
21510,21129,7
21510,21131,7
21510,21132,7
21510,21135,7
21510,21139,7
21510,21142,7
21510,21143,7
21510,21148,7
21510,21149,7
21510,21150,7
21510,21162,7
21510,21163,7
21510,21164,7
21510,21165,7
21510,21167,6
21510,21168,6
21510,21170,7
21510,21171,6
21510,21174,7
21510,21175,7
21510,21176,2
21510,21177,6
21510,21178,7
21510,21179,7
21510,21180,7
21510,21182,7
21510,21184,7
21510,21187,7
21510,21188,7
21510,21189,7
21510,21191,7
21510,21192,7
21510,21193,7
21510,21196,7
21510,21198,0.5
21510,21302,7
21510,21303,0.5
21510,21305,7
21510,21307,7
21510,21317,7
21510,21318,7
21510,21323,7
21510,21324,1
21510,21328,7
21510,21330,7
21510,21331,7
21510,21332,7
21510,21333,7
21510,21337,7
21510,21345,7
21510,21346,7
21510,21347,7
21510,21348,7
21510,21349,7
21510,21350,7
21510,21351,7
21510,21353,6.5
21510,21354,7
21510,21355,7
21510,21356,7
21510,21357,6
21510,21358,1
21510,21359,7
21510,21360,7
21510,21364,7
21510,21365,0.5
21510,21367,7
21510,21373,7
21510,21376,7
21510,21500,7
21510,21501,7
21510,21503,7
21510,21505,7
21510,21507,0.5
21510,21509,7
21510,21512,7
21510,21513,7
21510,21514,7
21510,21515,7
21510,21516,7
21510,21519,7
21510,21520,7
21510,21521,7
21510,21522,7
21510,21523,7
21510,21524,7
21510,21526,7
21510,21527,7
21510,21528,7
21510,21531,7
21510,21532,2
21510,21537,7
21510,21539,7
21510,21541,7
21510,21542,7
21510,21543,7
21510,21544,7
21510,21546,7
21510,21547,7
21510,21549,7
21510,21550,7
21510,21551,7
21510,21552,7
21510,21553,7
21510,21554,0.5
21510,21555,7
21510,21556,7
21510,21557,7
21510,21558,7
21510,21559,7
21510,21560,7
21510,21561,7
21510,21562,7
21510,21563,7
21510,21564,7
21510,21565,7
21510,21700,7
21510,21701,7
21510,21702,7
21510,21704,7
21510,21705,7
21510,21708,7
21510,21710,7
21510,21714,7
21510,21716,7
21510,21717,7
21510,21718,7
21510,21719,7
21510,21720,7
21510,21721,7
21510,21724,7
21510,21725,7
21510,21727,7
21510,21731,7
21510,21733,7
21510,21734,7
21510,21735,7
21510,21737,7
21510,21742,7
21510,21744,7
21510,21745,7
21510,21748,7
21510,21749,7
21510,21750,3
21510,21751,3
21510,21752,3
21510,21753,2.5
21510,21755,3
21510,29127,4
21510,29143,7
21510,29321,7
21510,29323,7
21510,29346,2
21510,29375,7
21510,29378,0.5
21510,29393,7
21510,29539,7
21510,29541,7
21510,29546,5
21510,29550,7
21510,29565,7
21510,29572,7
21510,29587,1.5
21510,29588,2
21510,29701,7
21510,29717,0.5
21510,29718,7
21510,29759,7
21510,29760,7
21510,29762,7
21510,29769,1
21510,29910,7
21510,29932,7
21510,31102,7
21510,31103,1
21510,39305,2
21510,39308,7
21512,14066,7
21512,14657,7
21512,14854,7
21512,14863,7
21512,15085,7
21512,15444,2
21512,15445,7
21512,15446,7
21512,15455,7
21512,15621,7
21512,15634,7
21512,20107,7
21512,20124,7
21512,20130,4
21512,20134,6
21512,20136,1
21512,20138,7
21512,20139,7
21512,20301,7
21512,20304,4
21512,20307,7
21512,20316,7
21512,20325,6
21512,20337,7
21512,20342,7
21512,20344,7
21512,20346,4
21512,20351,7
21512,20352,7
21512,20355,7
21512,20356,7
21512,20357,7
21512,20501,1
21512,20505,2
21512,20508,4
21512,20518,7
21512,20521,7
21512,20522,7
21512,20526,7
21512,20527,7
21512,20528,7
21512,20530,7
21512,20531,7
21512,20532,7
21512,20533,2
21512,20535,7
21512,20536,6.5
21512,20703,7
21512,20704,7
21512,20709,7
21512,20715,7
21512,20725,7
21512,20726,1
21512,20729,7
21512,20738,7
21512,20755,7
21512,20756,7
21512,20758,7
21512,20759,5.5
21512,20903,7
21512,20906,6
21512,20909,7
21512,20910,7
21512,20915,7
21512,20916,7
21512,20924,7
21512,20925,7
21512,20926,7
21512,20929,7
21512,20941,0.5
21512,20944,0.5
21512,20946,6
21512,20947,7
21512,20948,7
21512,20949,4
21512,20962,7
21512,20963,7
21512,21101,7
21512,21103,6.5
21512,21105,7
21512,21106,7
21512,21108,7
21512,21109,7
21512,21110,0.5
21512,21111,7
21512,21116,7
21512,21117,7
21512,21122,7
21512,21123,7
21512,21125,7
21512,21128,7
21512,21129,7
21512,21131,7
21512,21132,7
21512,21135,7
21512,21139,7
21512,21142,7
21512,21143,7
21512,21148,7
21512,21149,7
21512,21150,7
21512,21162,7
21512,21163,7
21512,21164,7
21512,21165,7
21512,21167,6
21512,21168,6
21512,21170,7
21512,21171,6
21512,21174,7
21512,21175,7
21512,21176,2
21512,21177,6
21512,21178,7
21512,21179,7
21512,21180,7
21512,21182,7
21512,21184,7
21512,21187,7
21512,21188,7
21512,21189,7
21512,21191,7
21512,21192,7
21512,21193,7
21512,21196,7
21512,21198,0.5
21512,21302,7
21512,21303,0.5
21512,21305,7
21512,21307,7
21512,21317,7
21512,21318,7
21512,21323,7
21512,21324,1
21512,21328,7
21512,21330,7
21512,21331,7
21512,21332,7
21512,21333,7
21512,21337,7
21512,21345,7
21512,21346,7
21512,21347,7
21512,21348,7
21512,21349,7
21512,21350,7
21512,21351,7
21512,21353,6.5
21512,21354,7
21512,21355,7
21512,21356,7
21512,21357,6
21512,21358,1
21512,21359,7
21512,21360,7
21512,21364,7
21512,21365,0.5
21512,21367,7
21512,21373,7
21512,21376,7
21512,21500,7
21512,21501,7
21512,21503,7
21512,21505,7
21512,21507,0.5
21512,21509,7
21512,21510,7
21512,21513,7
21512,21514,7
21512,21515,7
21512,21516,7
21512,21519,7
21512,21520,7
21512,21521,7
21512,21522,7
21512,21523,7
21512,21524,7
21512,21526,7
21512,21527,7
21512,21528,7
21512,21531,7
21512,21532,2
21512,21537,7
21512,21539,7
21512,21541,7
21512,21542,7
21512,21543,7
21512,21544,7
21512,21546,7
21512,21547,7
21512,21549,7
21512,21550,7
21512,21551,7
21512,21552,7
21512,21553,7
21512,21554,0.5
21512,21555,7
21512,21556,7
21512,21557,7
21512,21558,7
21512,21559,7
21512,21560,7
21512,21561,7
21512,21562,7
21512,21563,7
21512,21564,7
21512,21565,7
21512,21700,7
21512,21701,7
21512,21702,7
21512,21704,7
21512,21705,7
21512,21708,7
21512,21710,7
21512,21714,7
21512,21716,7
21512,21717,7
21512,21718,7
21512,21719,7
21512,21720,7
21512,21721,7
21512,21724,7
21512,21725,7
21512,21727,7
21512,21731,7
21512,21733,7
21512,21734,7
21512,21735,7
21512,21737,7
21512,21742,7
21512,21744,7
21512,21745,7
21512,21748,7
21512,21749,7
21512,21750,3
21512,21751,3
21512,21752,3
21512,21753,2.5
21512,21755,3
21512,29127,4
21512,29143,7
21512,29321,7
21512,29323,7
21512,29346,2
21512,29375,7
21512,29378,0.5
21512,29393,7
21512,29539,7
21512,29541,7
21512,29546,5
21512,29550,7
21512,29565,7
21512,29572,7
21512,29587,1.5
21512,29588,2
21512,29701,7
21512,29717,0.5
21512,29718,7
21512,29759,7
21512,29760,7
21512,29762,7
21512,29769,1
21512,29910,7
21512,29932,7
21512,31102,7
21512,31103,1
21512,39305,2
21512,39308,7
21513,14066,7
21513,14657,7
21513,14854,7
21513,14863,7
21513,15085,7
21513,15444,2
21513,15445,7
21513,15446,7
21513,15455,7
21513,15621,7
21513,15634,7
21513,20107,7
21513,20124,7
21513,20130,4
21513,20134,6
21513,20136,1
21513,20138,7
21513,20139,7
21513,20301,7
21513,20304,4
21513,20307,7
21513,20316,7
21513,20325,6
21513,20337,7
21513,20342,7
21513,20344,7
21513,20346,4
21513,20351,7
21513,20352,7
21513,20355,7
21513,20356,7
21513,20357,7
21513,20501,1
21513,20505,2
21513,20508,4
21513,20518,7
21513,20521,7
21513,20522,7
21513,20526,7
21513,20527,7
21513,20528,7
21513,20530,7
21513,20531,7
21513,20532,7
21513,20533,2
21513,20535,7
21513,20536,6.5
21513,20703,7
21513,20704,7
21513,20709,7
21513,20715,7
21513,20725,7
21513,20726,1
21513,20729,7
21513,20738,7
21513,20755,7
21513,20756,7
21513,20758,7
21513,20759,5.5
21513,20903,7
21513,20906,6
21513,20909,7
21513,20910,7
21513,20915,7
21513,20916,7
21513,20924,7
21513,20925,7
21513,20926,7
21513,20929,7
21513,20941,0.5
21513,20944,0.5
21513,20946,6
21513,20947,7
21513,20948,7
21513,20949,4
21513,20962,7
21513,20963,7
21513,21101,7
21513,21103,6.5
21513,21105,7
21513,21106,7
21513,21108,7
21513,21109,7
21513,21110,0.5
21513,21111,7
21513,21116,7
21513,21117,7
21513,21122,7
21513,21123,7
21513,21125,7
21513,21128,7
21513,21129,7
21513,21131,7
21513,21132,7
21513,21135,7
21513,21139,7
21513,21142,7
21513,21143,7
21513,21148,7
21513,21149,7
21513,21150,7
21513,21162,7
21513,21163,7
21513,21164,7
21513,21165,7
21513,21167,6
21513,21168,6
21513,21170,7
21513,21171,6
21513,21174,7
21513,21175,7
21513,21176,2
21513,21177,6
21513,21178,7
21513,21179,7
21513,21180,7
21513,21182,7
21513,21184,7
21513,21187,7
21513,21188,7
21513,21189,7
21513,21191,7
21513,21192,7
21513,21193,7
21513,21196,7
21513,21198,0.5
21513,21302,7
21513,21303,0.5
21513,21305,7
21513,21307,7
21513,21317,7
21513,21318,7
21513,21323,7
21513,21324,1
21513,21328,7
21513,21330,7
21513,21331,7
21513,21332,7
21513,21333,7
21513,21337,7
21513,21345,7
21513,21346,7
21513,21347,7
21513,21348,7
21513,21349,7
21513,21350,7
21513,21351,7
21513,21353,6.5
21513,21354,7
21513,21355,7
21513,21356,7
21513,21357,6
21513,21358,1
21513,21359,7
21513,21360,7
21513,21364,7
21513,21365,0.5
21513,21367,7
21513,21373,7
21513,21376,7
21513,21500,7
21513,21501,7
21513,21503,7
21513,21505,7
21513,21507,0.5
21513,21509,7
21513,21510,7
21513,21512,7
21513,21514,7
21513,21515,7
21513,21516,7
21513,21519,7
21513,21520,7
21513,21521,7
21513,21522,7
21513,21523,7
21513,21524,7
21513,21526,7
21513,21527,7
21513,21528,7
21513,21531,7
21513,21532,2
21513,21537,7
21513,21539,7
21513,21541,7
21513,21542,7
21513,21543,7
21513,21544,7
21513,21546,7
21513,21547,7
21513,21549,7
21513,21550,7
21513,21551,7
21513,21552,7
21513,21553,7
21513,21554,0.5
21513,21555,7
21513,21556,7
21513,21557,7
21513,21558,7
21513,21559,7
21513,21560,7
21513,21561,7
21513,21562,7
21513,21563,7
21513,21564,7
21513,21565,7
21513,21700,7
21513,21701,7
21513,21702,7
21513,21704,7
21513,21705,7
21513,21708,7
21513,21710,7
21513,21714,7
21513,21716,7
21513,21717,7
21513,21718,7
21513,21719,7
21513,21720,7
21513,21721,7
21513,21724,7
21513,21725,7
21513,21727,7
21513,21731,7
21513,21733,7
21513,21734,7
21513,21735,7
21513,21737,7
21513,21742,7
21513,21744,7
21513,21745,7
21513,21748,7
21513,21749,7
21513,21750,3
21513,21751,3
21513,21752,3
21513,21753,2.5
21513,21755,3
21513,29127,4
21513,29143,7
21513,29321,7
21513,29323,7
21513,29346,2
21513,29375,7
21513,29378,0.5
21513,29393,7
21513,29539,7
21513,29541,7
21513,29546,5
21513,29550,7
21513,29565,7
21513,29572,7
21513,29587,1.5
21513,29588,2
21513,29701,7
21513,29717,0.5
21513,29718,7
21513,29759,7
21513,29760,7
21513,29762,7
21513,29769,1
21513,29910,7
21513,29932,7
21513,31102,7
21513,31103,1
21513,39305,2
21513,39308,7
21514,14066,7
21514,14657,7
21514,14854,7
21514,14863,7
21514,15085,7
21514,15444,2
21514,15445,7
21514,15446,7
21514,15455,7
21514,15621,7
21514,15634,7
21514,20107,7
21514,20124,7
21514,20130,4
21514,20134,6
21514,20136,1
21514,20138,7
21514,20139,7
21514,20301,7
21514,20304,4
21514,20307,7
21514,20316,7
21514,20325,6
21514,20337,7
21514,20342,7
21514,20344,7
21514,20346,4
21514,20351,7
21514,20352,7
21514,20355,7
21514,20356,7
21514,20357,7
21514,20501,1
21514,20505,2
21514,20508,4
21514,20518,7
21514,20521,7
21514,20522,7
21514,20526,7
21514,20527,7
21514,20528,7
21514,20530,7
21514,20531,7
21514,20532,7
21514,20533,2
21514,20535,7
21514,20536,6.5
21514,20703,7
21514,20704,7
21514,20709,7
21514,20715,7
21514,20725,7
21514,20726,1
21514,20729,7
21514,20738,7
21514,20755,7
21514,20756,7
21514,20758,7
21514,20759,5.5
21514,20903,7
21514,20906,6
21514,20909,7
21514,20910,7
21514,20915,7
21514,20916,7
21514,20924,7
21514,20925,7
21514,20926,7
21514,20929,7
21514,20941,0.5
21514,20944,0.5
21514,20946,6
21514,20947,7
21514,20948,7
21514,20949,4
21514,20962,7
21514,20963,7
21514,21101,7
21514,21103,6.5
21514,21105,7
21514,21106,7
21514,21108,7
21514,21109,7
21514,21110,0.5
21514,21111,7
21514,21116,7
21514,21117,7
21514,21122,7
21514,21123,7
21514,21125,7
21514,21128,7
21514,21129,7
21514,21131,7
21514,21132,7
21514,21135,7
21514,21139,7
21514,21142,7
21514,21143,7
21514,21148,7
21514,21149,7
21514,21150,7
21514,21162,7
21514,21163,7
21514,21164,7
21514,21165,7
21514,21167,6
21514,21168,6
21514,21170,7
21514,21171,6
21514,21174,7
21514,21175,7
21514,21176,2
21514,21177,6
21514,21178,7
21514,21179,7
21514,21180,7
21514,21182,7
21514,21184,7
21514,21187,7
21514,21188,7
21514,21189,7
21514,21191,7
21514,21192,7
21514,21193,7
21514,21196,7
21514,21198,0.5
21514,21302,7
21514,21303,0.5
21514,21305,7
21514,21307,7
21514,21317,7
21514,21318,7
21514,21323,7
21514,21324,1
21514,21328,7
21514,21330,7
21514,21331,7
21514,21332,7
21514,21333,7
21514,21337,7
21514,21345,7
21514,21346,7
21514,21347,7
21514,21348,7
21514,21349,7
21514,21350,7
21514,21351,7
21514,21353,6.5
21514,21354,7
21514,21355,7
21514,21356,7
21514,21357,6
21514,21358,1
21514,21359,7
21514,21360,7
21514,21364,7
21514,21365,0.5
21514,21367,7
21514,21373,7
21514,21376,7
21514,21500,7
21514,21501,7
21514,21503,7
21514,21505,7
21514,21507,0.5
21514,21509,7
21514,21510,7
21514,21512,7
21514,21513,7
21514,21515,7
21514,21516,7
21514,21519,7
21514,21520,7
21514,21521,7
21514,21522,7
21514,21523,7
21514,21524,7
21514,21526,7
21514,21527,7
21514,21528,7
21514,21531,7
21514,21532,2
21514,21537,7
21514,21539,7
21514,21541,7
21514,21542,7
21514,21543,7
21514,21544,7
21514,21546,7
21514,21547,7
21514,21549,7
21514,21550,7
21514,21551,7
21514,21552,7
21514,21553,7
21514,21554,0.5
21514,21555,7
21514,21556,7
21514,21557,7
21514,21558,7
21514,21559,7
21514,21560,7
21514,21561,7
21514,21562,7
21514,21563,7
21514,21564,7
21514,21565,7
21514,21700,7
21514,21701,7
21514,21702,7
21514,21704,7
21514,21705,7
21514,21708,7
21514,21710,7
21514,21714,7
21514,21716,7
21514,21717,7
21514,21718,7
21514,21719,7
21514,21720,7
21514,21721,7
21514,21724,7
21514,21725,7
21514,21727,7
21514,21731,7
21514,21733,7
21514,21734,7
21514,21735,7
21514,21737,7
21514,21742,7
21514,21744,7
21514,21745,7
21514,21748,7
21514,21749,7
21514,21750,3
21514,21751,3
21514,21752,3
21514,21753,2.5
21514,21755,3
21514,29127,4
21514,29143,7
21514,29321,7
21514,29323,7
21514,29346,2
21514,29375,7
21514,29378,0.5
21514,29393,7
21514,29539,7
21514,29541,7
21514,29546,5
21514,29550,7
21514,29565,7
21514,29572,7
21514,29587,1.5
21514,29588,2
21514,29701,7
21514,29717,0.5
21514,29718,7
21514,29759,7
21514,29760,7
21514,29762,7
21514,29769,1
21514,29910,7
21514,29932,7
21514,31102,7
21514,31103,1
21514,39305,2
21514,39308,7
21515,14066,7
21515,14657,7
21515,14854,7
21515,14863,7
21515,15085,7
21515,15444,2
21515,15445,7
21515,15446,7
21515,15455,7
21515,15621,7
21515,15634,7
21515,20107,7
21515,20124,7
21515,20130,4
21515,20134,6
21515,20136,1
21515,20138,7
21515,20139,7
21515,20301,7
21515,20304,4
21515,20307,7
21515,20316,7
21515,20325,6
21515,20337,7
21515,20342,7
21515,20344,7
21515,20346,4
21515,20351,7
21515,20352,7
21515,20355,7
21515,20356,7
21515,20357,7
21515,20501,1
21515,20505,2
21515,20508,4
21515,20518,7
21515,20521,7
21515,20522,7
21515,20526,7
21515,20527,7
21515,20528,7
21515,20530,7
21515,20531,7
21515,20532,7
21515,20533,2
21515,20535,7
21515,20536,6.5
21515,20703,7
21515,20704,7
21515,20709,7
21515,20715,7
21515,20725,7
21515,20726,1
21515,20729,7
21515,20738,7
21515,20755,7
21515,20756,7
21515,20758,7
21515,20759,5.5
21515,20903,7
21515,20906,6
21515,20909,7
21515,20910,7
21515,20915,7
21515,20916,7
21515,20924,7
21515,20925,7
21515,20926,7
21515,20929,7
21515,20941,0.5
21515,20944,0.5
21515,20946,6
21515,20947,7
21515,20948,7
21515,20949,4
21515,20962,7
21515,20963,7
21515,21101,7
21515,21103,6.5
21515,21105,7
21515,21106,7
21515,21108,7
21515,21109,7
21515,21110,0.5
21515,21111,7
21515,21116,7
21515,21117,7
21515,21122,7
21515,21123,7
21515,21125,7
21515,21128,7
21515,21129,7
21515,21131,7
21515,21132,7
21515,21135,7
21515,21139,7
21515,21142,7
21515,21143,7
21515,21148,7
21515,21149,7
21515,21150,7
21515,21162,7
21515,21163,7
21515,21164,7
21515,21165,7
21515,21167,6
21515,21168,6
21515,21170,7
21515,21171,6
21515,21174,7
21515,21175,7
21515,21176,2
21515,21177,6
21515,21178,7
21515,21179,7
21515,21180,7
21515,21182,7
21515,21184,7
21515,21187,7
21515,21188,7
21515,21189,7
21515,21191,7
21515,21192,7
21515,21193,7
21515,21196,7
21515,21198,0.5
21515,21302,7
21515,21303,0.5
21515,21305,7
21515,21307,7
21515,21317,7
21515,21318,7
21515,21323,7
21515,21324,1
21515,21328,7
21515,21330,7
21515,21331,7
21515,21332,7
21515,21333,7
21515,21337,7
21515,21345,7
21515,21346,7
21515,21347,7
21515,21348,7
21515,21349,7
21515,21350,7
21515,21351,7
21515,21353,6.5
21515,21354,7
21515,21355,7
21515,21356,7
21515,21357,6
21515,21358,1
21515,21359,7
21515,21360,7
21515,21364,7
21515,21365,0.5
21515,21367,7
21515,21373,7
21515,21376,7
21515,21500,7
21515,21501,7
21515,21503,7
21515,21505,7
21515,21507,0.5
21515,21509,7
21515,21510,7
21515,21512,7
21515,21513,7
21515,21514,7
21515,21516,7
21515,21519,7
21515,21520,7
21515,21521,7
21515,21522,7
21515,21523,7
21515,21524,7
21515,21526,7
21515,21527,7
21515,21528,7
21515,21531,7
21515,21532,2
21515,21537,7
21515,21539,7
21515,21541,7
21515,21542,7
21515,21543,7
21515,21544,7
21515,21546,7
21515,21547,7
21515,21549,7
21515,21550,7
21515,21551,7
21515,21552,7
21515,21553,7
21515,21554,0.5
21515,21555,7
21515,21556,7
21515,21557,7
21515,21558,7
21515,21559,7
21515,21560,7
21515,21561,7
21515,21562,7
21515,21563,7
21515,21564,7
21515,21565,7
21515,21700,7
21515,21701,7
21515,21702,7
21515,21704,7
21515,21705,7
21515,21708,7
21515,21710,7
21515,21714,7
